Machine,DebugSize,DebugRVA,MajorImageVersion,MajorOSVersion,ExportRVA,ExportSize,IatVRA,MajorLinkerVersion,MinorLinkerVersion,NumberOfSections,SizeOfStackReserve,DllCharacteristics,ResourceSize,BitcoinAddresses,Benign
1,11,247784,0,6,446464,181,249856,14,10,5,12,320,25152,0,1
1,11,12032,10,10,131056,179,139264,14,10,4,9,16704,11560,0,1
4,11,150192,10,10,156464,180,142968,14,10,5,9,16736,11560,0,1
1,6,4624,6,6,127856,179,4096,9,0,3,9,320,11560,0,1
4,6,5136,6,6,154320,179,4096,9,0,4,9,320,11560,0,1
4,6,5200,6,6,343808,164,4096,9,0,4,9,320,3616,0,1
1,6,4656,6,6,277776,164,4096,9,0,3,9,320,3616,0,1
4,11,32960,10,10,36288,220,29120,14,10,6,9,16736,968,0,1
4,11,8864,10,10,9552,828,8464,14,10,5,9,16736,4024,0,1
4,11,49440,10,10,51712,400,44176,14,10,5,9,16736,1040,0,1
4,11,8576,10,10,9168,564,8448,14,10,5,9,16736,1000,0,1
1,11,4496,10,10,9632,542,16384,14,10,5,9,16704,222784,0,1
4,11,13184,10,10,14560,544,12560,14,10,6,9,16736,222784,0,1
4,6,4544,6,6,13168,542,4096,9,0,4,9,64,120960,0,1
1,6,4320,6,6,11552,542,4096,9,0,3,9,320,120960,0,1
4,6,20480,0,4,0,0,37332,2,25,8,18,32768,1256,0,1
4,6,9888,6,6,2108928,4636,4096,9,0,5,9,64,346920,0,1
1,6,7008,6,6,1758896,4636,4096,9,0,4,9,320,346920,0,1
4,11,1246464,10,10,1389312,5648,1202456,14,10,7,9,16736,331880,0,1
1,11,55088,10,10,1138576,5648,1191936,14,10,6,9,16704,331880,0,1
1,11,377624,0,6,512000,209,380928,14,10,5,12,320,4872,0,1
4,11,540496,0,6,696320,209,544768,14,10,7,12,16736,4872,0,1
1,10,103724,0,4,0,0,8192,48,0,2,12,34112,1048,0,1
4,11,1161472,0,5,1545600,102492,1003520,14,0,6,12,352,1436,1,1
4,6,8496,0,4,0,0,8192,8,0,5,12,0,3165692,0,1
4,11,380512,10,10,424160,72,371600,14,10,6,9,16736,5872,0,1
4,6,98304,0,4,0,0,119708,2,25,8,18,32768,1256,0,1
1,6,90112,1,4,0,0,115220,2,25,7,18,32768,1256,0,1
4,11,82976,10,10,0,0,70528,14,10,5,11,49504,1800,0,1
4,11,182112,10,10,219664,156,158424,14,10,5,9,16736,1080,0,1
4,11,572672,10,10,787904,156,533488,14,10,5,9,16736,1120,0,1
4,11,15584,10,10,16544,116,13232,14,10,5,9,16736,1072,0,1
1,6,627120,0,4,0,0,8192,11,0,2,12,34112,2712,0,1
4,11,381712,21315,10,507328,4684,369408,14,10,6,9,16736,43184,0,1
1,11,24848,21315,10,463552,4683,479232,14,10,5,9,16704,43184,0,1
1,10,5044724,21315,6,5022112,2939,4096,9,0,5,9,320,15072,0,1
4,10,6492452,21315,6,6466640,2939,4096,9,0,4,9,320,15072,0,1
1,11,6080,10,10,38672,107,45056,14,10,4,9,17728,1056,0,1
4,11,48800,10,10,50992,108,46272,14,10,5,9,16736,1056,0,1
1,6,4656,6,6,53776,107,4096,9,0,3,9,1344,1056,0,1
4,6,5232,6,6,69872,107,4096,9,0,4,9,320,1056,0,1
1,11,26544,10,10,100192,107,106496,14,10,4,9,16704,1072,0,1
4,11,122624,10,10,128192,108,100328,14,10,5,9,16736,1072,0,1
1,6,4464,6,6,119936,165,4096,9,0,3,9,320,1072,0,1
4,6,4832,6,6,160000,165,4096,9,0,4,9,320,1072,0,1
1,11,57440,21315,10,1267904,862,1277952,14,10,5,9,16704,1128,0,1
4,11,1785120,21315,10,1888848,864,1759704,14,10,6,9,16736,1128,0,1
1,11,110944,10,10,532224,153,536576,14,10,5,9,16704,1096,0,1
4,11,697168,10,10,767648,156,605928,14,10,6,9,16736,1096,0,1
1,11,30464,10,10,227472,152,233472,14,10,5,9,16704,1432,0,1
4,11,250416,10,10,287120,152,239472,14,10,6,9,16736,1432,0,1
1,11,78048,10,10,675344,150,692224,14,10,4,9,16704,1064,0,1
4,11,867728,10,10,984848,152,763912,14,10,5,9,16736,1064,0,1
4,11,1580768,10,10,2059264,2788,1473656,14,10,6,9,16736,984,0,1
1,11,48272,10,10,54528,170,61440,14,10,5,9,16704,984,0,1
4,11,138832,10,10,140848,172,103072,14,10,6,9,16736,984,0,1
1,11,54576,10,10,0,0,905216,14,10,5,9,49472,98976,0,1
4,11,1127216,10,10,0,0,1036376,14,10,6,11,49504,98976,0,1
1,10,4096,10,10,0,0,0,14,10,1,9,1344,9568016,0,1
4,10,4096,10,10,0,0,0,14,10,1,9,352,9568016,0,1
1,0,0,6,6,0,0,0,9,0,0,9,1344,9052824,0,1
4,0,0,6,6,0,0,0,9,0,0,9,320,9052824,0,1
1,10,16892,0,4,0,0,8192,48,0,2,12,34112,1064,0,1
4,11,1355664,0,6,1699488,128,1142784,14,10,5,12,16736,16,0,1
1,11,48460,0,6,81920,190,49152,14,10,5,12,320,5096,0,1
4,11,311264,0,6,0,0,258048,14,10,5,12,49504,1056,0,1
4,11,1672336,0,6,2049632,116,1449984,14,10,5,12,16736,1008,0,1
1,11,5936,10,10,9664,188,16384,14,10,4,9,16704,1144,0,1
4,11,12496,10,10,13456,188,11120,14,10,5,9,16736,1144,0,1
1,10,4096,10,6,0,0,0,14,12,1,12,1344,11088,0,1
1,11,31712,10,10,153744,145,159744,14,10,4,9,16704,1072,0,1
4,11,183664,10,10,201056,148,157592,14,10,5,9,16736,1072,0,1
1,11,9168,10,10,33856,151,40960,14,10,4,9,16704,1088,0,1
4,11,38736,10,10,44160,152,33184,14,10,5,9,16736,1088,0,1
1,11,27616,10,10,283456,239,299008,14,10,5,9,16704,22784,0,1
4,11,340832,10,10,393104,240,326056,14,10,6,9,16736,22784,0,1
1,6,5136,6,6,215296,239,4096,9,0,4,9,320,22784,0,1
4,6,6192,6,6,314864,239,4096,9,0,5,9,320,22784,0,1
1,11,4864,10,10,14160,347,20480,14,10,4,9,16704,1152,0,1
4,11,17808,10,10,19152,348,16656,14,10,5,9,16736,1152,0,1
1,11,123888,10,10,308576,177,319488,14,10,5,9,16704,4520,0,1
4,11,332528,10,10,404256,180,310496,14,10,6,9,16736,4520,0,1
1,6,4896,6,6,336464,177,4096,9,0,4,9,320,4520,0,1
4,6,5664,6,6,438192,177,4096,9,0,5,9,64,4520,0,1
1,11,40560,10,10,548416,257,557056,14,10,5,9,16704,959328,0,1
4,11,639520,10,10,730432,260,584216,14,10,6,9,16736,959328,0,1
1,6,6880,6,6,1420704,283,4096,9,0,3,9,320,981448,0,1
4,6,9680,6,6,1483232,283,4096,9,0,4,9,320,981448,0,1
1,11,15376,10,10,188144,231,192512,14,10,4,9,16704,80448,0,1
4,11,212384,10,10,240864,232,190888,14,10,5,9,16736,80456,0,1
1,6,5600,6,6,332720,231,4096,9,0,3,9,320,80448,0,1
4,6,7120,6,6,484560,231,4096,9,0,4,9,320,80456,0,1
1,11,2758400,10,6,0,0,2654208,14,10,4,12,320,1056,0,1
1,11,13184,10,10,0,0,77824,14,10,5,9,49600,2288,0,1
4,11,83504,10,10,0,0,75256,14,10,6,11,49632,2288,0,1
4,11,300176,10,10,323504,148,268024,14,10,6,9,16736,1032,0,1
4,11,285984,0,5,362288,13584,245760,14,0,6,12,352,1040,0,1
4,10,661700,21315,6,652108,183,4096,9,0,4,9,64,1248,0,1
1,10,493024,21315,6,484744,183,4096,9,0,3,9,320,1248,0,1
4,10,1888292,21315,6,1876864,244,4096,9,0,4,9,320,960,0,1
1,10,1392404,21315,6,1382764,244,4096,9,0,3,9,320,960,0,1
1,11,4592,10,10,17648,526,24576,14,10,4,9,16704,1376,0,1
4,11,21568,10,10,23952,528,20752,14,10,5,9,16736,1376,0,1
1,6,4352,6,6,28000,345,4096,9,0,3,9,320,1376,0,1
4,6,4624,6,6,32384,345,4096,9,0,4,9,320,1376,0,1
1,11,8608,10,10,210112,616,217088,14,10,5,9,16704,2320,0,1
4,11,254736,10,10,266656,616,246816,14,10,6,9,16736,2320,0,1
1,6,4432,6,6,245696,586,4096,9,0,3,9,320,2232,0,1
4,6,4752,6,6,323200,586,4096,9,0,4,9,320,2232,0,1
1,11,5408,10,10,51104,416,57344,14,10,5,9,16704,1048,0,1
1,11,6128,10,10,26928,119,32768,14,10,4,9,16704,2192,0,1
4,11,28576,10,10,31744,120,25960,14,10,5,9,16736,2200,0,1
4,6,16384,0,4,0,0,33128,2,28,16,18,32768,1256,0,1
4,11,29744,10,10,32928,332,26856,14,10,6,9,16864,19040,0,1
4,11,73376,0,6,78320,3324,69632,14,11,5,18,33120,2720,0,1
4,11,17936,0,6,0,0,16384,14,11,5,18,33120,2704,0,1
4,0,0,0,4,0,0,33208,2,25,7,18,32768,1256,0,1
4,6,4912,6,6,68016,148,4096,9,0,4,9,320,1048,0,1
1,6,4496,6,6,50320,148,4096,9,0,3,9,320,1048,0,1
1,11,10336,10,10,56880,277,61440,14,10,5,9,16704,1000,0,1
4,11,73040,10,10,75296,280,66048,14,10,6,9,16736,1000,0,1
4,6,4704,6,6,62368,277,4096,9,0,4,9,320,1000,0,1
1,6,4400,6,6,60160,277,4096,9,0,3,9,320,1000,0,1
4,6,5856,6,6,164624,9532,4096,9,0,4,11,33088,2192,0,1
1,11,13936,10,10,100352,9136,114688,14,10,5,9,49472,2192,0,1
4,11,117312,10,10,145952,9532,103544,14,10,6,11,49504,2192,0,1
1,6,4992,6,6,98896,9211,4096,9,0,3,9,33088,2192,0,1
1,11,13936,10,10,80528,193,90112,14,10,5,9,16704,1328,0,1
4,11,94160,10,10,120880,196,83400,14,10,6,9,16736,1328,0,1
4,6,5552,6,6,139968,193,4096,9,0,4,9,64,1328,0,1
1,6,4848,6,6,92944,193,4096,9,0,3,9,320,1328,0,1
4,11,134624,10,10,174160,9536,120440,14,10,6,11,49504,2080,0,1
1,6,4960,6,6,118496,9212,4096,9,0,3,9,33088,2072,0,1
4,6,5808,6,6,185472,9533,4096,9,0,4,11,33088,2080,0,1
4,10,4096,10,10,0,0,0,14,10,1,9,352,1472,0,1
1,11,7440,10,10,44208,174,49152,14,10,4,9,16704,1008,0,1
4,11,56480,10,10,66528,176,51688,14,10,5,9,16736,1008,0,1
1,11,26416,10,6,125968,201,135168,14,10,4,12,320,5856,0,1
4,11,141328,10,6,161904,204,102400,14,10,5,12,352,5856,0,1
4,11,330336,10,6,404608,192,266240,14,10,6,12,352,18672,0,1
4,11,181504,10,10,211616,192,164896,14,10,5,9,16736,18624,0,1
1,11,14576,10,10,148512,192,155648,14,10,4,9,16704,18616,0,1
1,11,92928,10,10,97200,160,102400,14,10,4,9,16704,1152,0,1
4,11,206544,10,10,207600,160,148320,14,10,5,9,16736,1152,0,1
1,6,152476,0,5,0,0,0,11,0,3,0,1344,864,0,1
4,11,29376,10,10,30368,200,23616,14,10,5,9,16736,1200,0,1
4,11,318112,10,10,331648,164,298888,14,10,5,9,16736,23816,0,1
1,6,5216,6,6,326544,161,4096,9,0,3,9,320,23240,0,1
4,6,6352,6,6,410224,161,4096,9,0,4,9,320,23240,0,1
1,11,99648,10,10,117296,95,172032,14,10,4,9,16704,3832,0,1
4,11,122992,10,10,125712,96,27800,14,10,5,9,16736,3832,0,1
1,6,4416,6,6,115536,90,4096,9,0,3,9,320,3920,0,1
4,6,4736,6,6,121520,90,4096,9,0,4,9,320,3920,0,1
1,11,10944,10,10,63984,161,532480,14,10,4,9,16704,103040,0,1
4,11,76944,10,10,83808,164,69208,14,10,5,9,16736,103040,0,1
1,6,4896,6,6,60000,161,4096,9,0,3,9,320,103040,0,1
4,6,5696,6,6,77920,161,4096,9,0,4,9,320,103040,0,1
1,11,22384,10,10,191584,166,196608,14,10,5,9,16704,7672,0,1
4,11,229088,10,10,258896,168,204200,14,10,6,9,16736,7672,0,1
1,11,21584,10,10,124064,98,151552,14,10,4,9,16704,84584,0,1
4,11,154096,10,10,161936,100,137048,14,10,5,9,16736,84584,0,1
1,6,4992,6,6,110048,98,4096,9,0,3,9,320,1168680,0,1
4,6,5872,6,6,142304,98,4096,9,0,4,9,320,1168680,0,1
4,11,68800,10,10,0,0,60936,14,10,5,11,49632,2632,0,1
4,0,0,6,6,0,0,0,9,0,0,9,320,3960,0,1
4,10,4096,10,10,0,0,0,14,10,1,9,352,3408,0,1
1,10,4096,10,10,0,0,0,14,10,1,9,1344,3368,0,1
4,10,4096,10,10,0,0,0,14,10,1,9,352,3368,0,1
4,10,4096,10,10,0,0,0,14,10,1,9,352,4392,0,1
1,0,0,6,6,0,0,0,9,0,0,9,1344,3960,0,1
1,10,4096,10,10,0,0,0,14,10,1,9,1344,3408,0,1
4,10,4096,10,10,0,0,0,14,10,1,9,352,434992,0,1
4,6,4496,6,6,13888,85,4096,9,0,4,9,320,478936,0,1
4,10,4096,10,10,0,0,0,14,10,1,9,352,1312,0,1
4,10,313664,21315,6,306484,165,4096,9,0,4,9,320,5352,0,1
1,10,216644,21315,6,210564,165,4096,9,0,3,9,320,5352,0,1
1,10,15664432,0,6,16308208,27112,12750848,14,10,7,12,320,1061968,1,1
4,11,133808,10,10,139120,260,124856,14,10,6,9,16736,2848,0,1
1,6,4768,6,6,99264,224,4096,9,0,3,9,320,2848,0,1
4,6,5408,6,6,126960,224,4096,9,0,4,9,320,2848,0,1
1,11,13120,10,10,23344,121,28672,14,10,4,9,16704,1104,0,1
4,11,30768,10,10,32080,124,21808,14,10,5,9,16736,1104,0,1
1,11,11760,10,10,46192,1618,53248,14,10,5,9,16704,1072,0,1
4,11,70080,10,10,75392,1620,61184,14,10,6,9,16736,1072,0,1
1,6,4448,6,6,34480,157,4096,9,0,3,9,320,1072,0,1
4,6,4816,6,6,50320,157,4096,9,0,4,9,320,1072,0,1
1,6,73244,0,4,0,0,8192,48,0,2,12,34112,1048,0,1
1,10,324844,0,4,0,0,8192,48,0,2,12,34144,19848,0,1
4,6,4560,6,6,50352,164,4096,9,0,5,9,64,984,0,1
1,6,8416,6,6,45232,164,8192,9,0,4,9,320,984,0,1
4,11,120304,10,10,0,0,109824,14,10,5,12,49504,64688,0,1
4,6,5616,6,6,0,0,4096,9,0,4,12,33088,64688,0,1
4,11,1422352,10,10,1480032,1056,1322248,14,10,5,11,49504,2744,0,1
4,6,7856,6,6,1475136,1053,4096,9,0,4,11,33088,2744,0,1
4,11,759552,10,10,902176,272,676184,14,10,6,9,16736,25592,0,1
4,6,6096,6,6,179408,75,4096,9,0,4,9,320,17600,0,1
4,6,40960,0,4,0,0,58088,2,28,8,18,32768,1256,0,1
1,6,45056,1,4,0,0,61928,2,28,7,18,32768,1256,0,1
1,11,5472,10,10,38464,446,45056,14,10,5,9,16704,1032,0,1
4,11,49680,10,10,55632,448,48496,14,10,6,9,16736,1032,0,1
1,6,4464,6,6,52768,446,4096,9,0,3,9,320,1032,0,1
4,6,4800,6,6,70464,446,4096,9,0,4,9,320,1032,0,1
4,11,117744,10,10,123776,152,98016,14,10,6,9,16736,1312,0,1
4,6,5744,6,6,154944,150,4096,9,0,4,9,320,1312,0,1
4,11,188768,10,10,214160,88,165768,14,10,6,9,16736,1688,0,1
4,11,38464,10,10,0,0,33296,14,10,6,11,49504,23992,0,1
4,11,278640,10,10,0,0,252648,14,10,5,11,49504,1048,0,1
4,11,59056,10,10,70432,224,55648,14,10,6,9,16736,48120,0,1
1,6,4640,6,6,59616,222,4096,9,0,4,9,320,48056,0,1
4,6,5184,6,6,77584,222,4096,9,0,5,9,320,48056,0,1
1,11,5536,10,10,48512,181,53248,14,10,5,9,16704,5152,0,1
4,11,49296,10,10,58400,184,46528,14,10,6,9,16736,5152,0,1
1,6,4512,6,6,54704,181,4096,9,0,3,9,320,5096,0,1
4,6,4912,6,6,72976,181,4096,9,0,4,9,320,5096,0,1
1,11,8960,10,10,55104,177,61440,14,10,4,9,16704,368576,0,1
4,11,64336,10,10,67280,180,59072,14,10,5,9,16736,368576,0,1
1,6,4704,6,6,60080,177,4096,9,0,3,9,320,368392,0,1
4,6,5232,6,6,70960,177,4096,9,0,4,9,320,368392,0,1
1,11,12592,10,10,116016,183,122880,14,10,4,9,16704,8152,0,1
1,6,5063132,0,4,0,0,8192,48,0,2,12,34144,494564,0,1
4,6,5063208,0,4,0,0,0,48,0,1,21,34144,276884,0,1
4,6,15271852,0,5,0,0,0,8,0,3,0,64,1096,0,1
1,11,17264,10,10,93584,184,102400,14,10,4,9,16704,3168,0,1
4,11,98704,10,10,121120,184,89640,14,10,5,9,16736,3168,0,1
1,11,32656,10,10,204928,305,225280,14,10,5,9,16704,3136,0,1
4,11,231792,10,10,290192,308,209432,14,10,6,9,16736,3136,0,1
1,11,34128,10,10,254016,252,270336,14,10,5,9,16704,984,0,1
4,11,300672,10,10,353792,252,271144,14,10,6,9,16736,976,0,1
1,11,38368,10,10,174192,77,192512,14,10,4,9,16704,9040,0,1
4,11,194128,10,10,240960,80,167280,14,10,5,9,16736,9040,0,1
4,11,309808,10,10,0,0,273016,14,10,6,11,49504,11776,0,1
1,11,4528,10,10,8560,100,16384,14,10,4,9,16704,1112,0,1
4,11,13104,10,10,14096,100,12560,14,10,5,9,16736,1112,0,1
1,6,4240,6,6,8368,100,4096,9,0,3,9,320,1112,0,1
4,6,4384,6,6,9776,100,4096,9,0,4,9,320,1112,0,1
1,11,16576,10,10,194192,110,200704,14,10,4,9,16704,6368,0,1
4,11,239376,10,10,278416,112,217952,14,10,5,9,16736,6368,0,1
1,11,12272,10,10,126880,202,135168,14,10,4,9,16704,1000,0,1
4,11,167056,10,10,194608,204,151256,14,10,5,9,16736,1000,0,1
1,6,25664,0,4,0,0,8192,8,0,2,12,34112,1496,0,1
1,11,26656,10,10,87440,147,98304,14,10,4,9,16704,968,0,1
4,11,103728,10,10,109248,148,79712,14,10,5,9,16736,968,0,1
1,6,5360,6,6,113152,147,4096,9,0,3,9,320,992,0,1
4,6,6608,6,6,150416,147,4096,9,0,4,9,320,992,0,1
1,11,110664,0,6,159744,256,114688,14,10,5,12,320,8816,0,1
1,11,17520,10,10,406368,4371,425984,14,10,5,9,16704,34640,0,1
4,11,439504,10,10,479024,4372,426416,14,10,6,9,16736,34640,0,1
1,6,5168,6,6,258720,3032,4096,9,0,3,9,320,12880,0,1
4,6,6304,6,6,344736,3032,4096,9,0,4,9,64,12880,0,1
1,11,39248,10,10,104432,4076,118784,14,10,4,9,49472,2328,0,1
1,11,17184,10,10,182144,163,188416,14,10,5,9,16704,1048,0,1
4,11,264064,10,10,283552,164,245080,14,10,6,9,16736,1048,0,1
4,11,4168240,10,10,4587584,148,4041856,14,10,6,9,16736,68352,0,1
1,11,100368,10,10,3829344,146,3842048,14,10,5,9,16704,68352,0,1
1,11,21472,10,10,78912,109,86016,14,10,5,9,16704,1088,0,1
4,11,86480,10,10,90448,112,69488,14,10,6,9,16736,1088,0,1
1,6,4464,6,6,92096,109,4096,9,0,3,9,320,1120,0,1
4,6,4800,6,6,114752,109,4096,9,0,4,9,320,1120,0,1
4,10,4096,10,10,0,0,0,14,10,1,9,352,85272,0,1
1,6,4320,6,6,12416,141,4096,9,0,3,9,320,1328,0,1
4,6,4528,6,6,15472,141,4096,9,0,4,9,320,1328,0,1
1,10,4096,10,10,0,0,0,14,10,1,9,1344,85272,0,1
4,11,1583136,10,10,1784992,160,1319192,14,10,5,9,16736,1016,0,1
4,11,1923664,10,10,2130672,160,1620536,14,10,5,9,16736,1056,0,1
4,11,679408,10,10,807568,4524,595600,14,10,6,9,16736,2848,0,1
1,11,81376,10,10,700064,4521,737280,14,10,5,9,16704,2808,0,1
4,11,770160,10,10,973952,4524,710648,14,10,6,9,16736,2808,0,1
1,6,5536,6,6,1842032,1498,4096,9,0,3,9,320,1008,0,1
4,6,7088,6,6,2345200,1498,4096,9,0,4,9,320,1008,0,1
1,11,99792,10,10,559616,4521,593920,14,10,5,9,16704,2848,0,1
4,11,310448,10,10,0,0,214424,14,10,6,11,49632,46104,0,1
4,6,6464,6,6,0,0,4096,9,0,4,11,33088,1584,0,1
4,11,316000,10,10,0,0,218544,14,10,6,11,49632,46144,0,1
4,11,245536,10,10,314560,208,228656,14,10,5,9,16736,1032,0,1
4,6,6048,6,6,831952,204,4096,9,0,4,9,320,1040,0,1
1,11,47440,10,10,191040,171,196608,14,10,4,9,16704,1080,0,1
4,11,200256,10,10,203680,172,156736,14,10,5,9,16736,1080,0,1
1,11,6032,10,10,20864,168,28672,14,10,4,9,16704,1056,0,1
4,11,23392,10,10,24992,168,21424,14,10,5,9,16736,1056,0,1
1,11,15744,10,10,82848,170,90112,14,10,4,9,16704,1064,0,1
4,11,86800,10,10,88800,172,75248,14,10,5,9,16736,1064,0,1
4,11,32384,10,10,34288,172,29840,14,10,6,9,16736,1016,0,1
4,11,47248,10,10,49216,128,34592,14,10,5,9,16736,1128,0,1
4,11,940592,10,10,0,0,858920,14,10,5,11,49504,88288,0,1
4,6,8912,6,6,0,0,4096,9,0,5,11,33088,105272,0,1
4,11,1046592,10,10,1175920,208,1002240,14,10,6,9,16736,1120,0,1
1,11,43248,10,10,1036800,207,1052672,14,10,5,9,16704,1120,0,1
2,11,193488,10,10,0,0,270336,14,10,6,9,49472,928,0,1
4,11,339312,10,10,0,0,102400,14,10,6,11,49504,928,0,1
1,11,193520,10,10,0,0,270336,14,10,5,9,49472,928,0,1
5,11,239248,10,10,0,0,360448,14,10,6,11,49504,928,0,1
1,11,12544,10,10,296880,375,307200,14,10,5,9,16704,1088,0,1
4,11,473072,10,10,504992,376,470024,14,10,6,9,16736,1088,0,1
1,11,10720,10,10,66672,163,73728,14,10,4,9,16704,1696,0,1
4,11,76464,10,10,79136,164,72016,14,10,5,9,16736,1696,0,1
1,6,4496,6,6,62288,163,4096,9,0,3,9,320,1696,0,1
4,6,4848,6,6,82832,163,4096,9,0,4,9,320,1696,0,1
4,11,75984,10,10,86416,156,68376,14,10,6,9,16736,1152,0,1
1,11,1398368,0,6,1899600,796,1310720,14,10,5,12,16704,255608,0,1
4,11,1747232,0,6,2592160,796,1544192,14,10,6,12,16736,255608,0,1
1,6,4784,8,5,67920,177,4096,8,0,3,12,0,1664,0,1
1,11,36352,10,6,97920,177,106496,12,10,4,12,16704,1176,0,1
4,11,114560,10,6,127680,177,69632,12,10,5,12,16736,1176,0,1
4,6,5248,8,5,76272,177,4096,8,0,4,12,320,1668,0,1
1,6,4784,8,5,67920,177,4096,8,0,3,12,320,1668,0,1
4,6,5248,8,5,76272,177,4096,8,0,4,12,0,1664,0,1
4,6,4672,6,6,22144,271,4096,9,0,4,9,64,1032,0,1
1,6,4384,6,6,19536,271,4096,9,0,3,9,320,1032,0,1
4,11,69456,10,10,78976,168,63064,14,10,5,9,16736,4648,0,1
4,6,5216,6,6,82224,167,4096,9,0,4,9,320,4648,0,1
4,11,779664,10,10,933296,148,718080,14,10,7,9,16736,1048,0,1
1,11,30304,10,10,75312,188,86016,14,10,4,9,16704,1112,0,1
4,11,86096,10,10,88832,188,57904,14,10,5,9,16736,1112,0,1
4,6,5024,6,6,40832,217,4096,9,0,4,11,33088,2088,0,1
4,6,6688,6,6,373808,223,4096,9,0,4,11,32832,29152,0,1
4,6,5440,6,6,82800,219,4096,9,0,4,11,33088,24648,0,1
1,11,241696,10,10,1656336,821,1724416,14,10,5,9,16704,409708,0,1
4,11,1995216,10,10,2312944,824,1772056,14,10,6,9,16736,409712,0,1
4,11,1215792,0,6,1715680,144,1056768,14,10,5,12,352,1008,0,1
4,11,13392,10,10,0,0,12560,14,10,6,11,49632,81616,0,1
1,11,28176,10,10,560624,153,565248,14,10,5,9,16704,1392,0,1
1,10,254192,0,6,337696,949,253952,12,0,4,12,320,1544,0,1
4,11,18032,10,10,19024,148,16128,14,10,5,9,16736,1128,0,1
1,11,6208,10,10,10512,147,16384,14,10,4,9,16704,1128,0,1
4,11,297792,10,10,323280,232,239600,14,10,5,9,16736,5744,0,1
4,6,4720,6,6,0,0,4096,9,0,4,11,33088,2632,0,1
4,6,5168,6,6,200448,182,4096,9,0,4,9,64,1632,0,1
4,6,5152,6,6,196240,182,4096,9,0,4,9,64,1632,0,1
4,6,5168,6,6,200432,182,4096,9,0,4,9,64,1632,0,1
4,6,4992,6,6,44064,135,4096,9,0,4,9,64,84728,0,1
4,6,4496,6,6,32992,107,4096,9,0,4,9,64,1072,0,1
4,6,4864,6,6,192848,426,4096,9,0,4,9,64,1072,0,1
4,6,5296,6,6,155536,107,4096,9,0,4,9,64,1710904,0,1
4,6,4864,6,6,49648,281,4096,9,0,4,9,64,1072,0,1
4,6,4864,6,6,176336,355,4096,9,0,4,9,64,1072,0,1
4,0,0,6,6,0,0,0,9,0,0,9,64,1710608,0,1
4,6,4448,6,6,421200,4680,4096,9,0,4,9,64,1008,0,1
4,6,4416,6,6,246000,4680,4096,9,0,4,9,64,1008,0,1
4,6,4432,6,6,221152,4666,4096,9,0,4,9,64,1008,0,1
4,6,4576,6,6,33072,260,4096,9,0,4,9,64,976,0,1
4,6,4864,6,6,49664,281,4096,9,0,4,9,64,1072,0,1
4,6,4864,6,6,51440,281,4096,9,0,4,9,64,1080,0,1
4,6,5392,6,6,207088,104,4096,9,0,4,9,64,121080,0,1
4,6,4928,6,6,340128,125,4096,9,0,4,9,64,1040,0,1
4,6,4928,6,6,324240,125,4096,9,0,4,9,64,1040,0,1
4,6,4640,6,6,33344,429,4096,9,0,4,9,64,1040,0,1
4,6,4640,6,6,33360,429,4096,9,0,4,9,64,1040,0,1
4,6,4640,6,6,33344,404,4096,9,0,4,9,64,7696,0,1
4,6,4272,6,6,28752,351,45056,11,0,5,9,16736,1000,0,1
4,6,4304,6,6,30864,351,45056,11,0,5,9,16736,1000,0,1
4,6,4272,6,6,28208,351,36864,11,0,5,9,16736,1000,0,1
4,6,4272,6,6,28720,351,40960,11,0,5,9,16736,1000,0,1
4,6,4272,6,6,24720,467,45056,11,0,5,9,16736,1000,0,1
4,6,4304,6,6,33072,351,49152,11,0,5,9,16736,1000,0,1
4,6,4272,6,6,28320,351,36864,11,0,5,9,16736,1000,0,1
4,6,4272,6,6,28800,351,40960,11,0,5,9,16736,1000,0,1
4,11,158256,10,10,163744,100,138432,14,10,6,9,16736,3558256,0,1
1,11,18192,10,10,89376,80,94208,14,10,4,9,1024,1032,0,1
1,11,7936,10,10,24576,366,20480,14,10,6,9,1344,1008,0,1
4,11,16288,10,10,28672,366,12544,14,10,7,9,352,1008,0,1
4,6,4144,6,6,20480,344,4096,9,0,5,9,0,1008,0,1
1,6,4176,6,6,16384,344,4096,9,0,5,9,1024,1008,0,1
1,10,8368,0,6,9520,92,8192,14,10,4,12,320,1232,0,1
4,6,4672,6,6,28256,304,4096,8,0,4,9,64,1128,0,1
4,6,4560,6,6,153440,106,4096,8,0,4,9,64,1032,0,1
4,6,4352,6,6,11200,107,4096,8,0,4,9,64,116588,0,1
4,6,4560,6,6,163040,106,4096,9,0,4,9,64,1032,0,1
4,6,4400,6,6,88512,126,102400,11,0,5,9,16736,912,0,1
4,6,4448,6,6,137104,126,151552,11,0,5,9,16736,944,0,1
4,6,4448,6,6,120624,126,135168,11,0,5,9,16736,944,0,1
4,6,4400,6,6,99952,126,110592,11,0,5,9,16736,920,0,1
4,6,4400,6,6,98304,126,110592,11,0,5,9,16736,920,0,1
4,6,4368,6,6,87488,126,98304,11,0,5,9,16736,936,0,1
4,6,6096,6,6,148064,107,172032,11,0,5,9,16736,1104,0,1
4,6,4560,6,6,312832,133,679936,11,0,5,9,16736,976,0,1
4,6,7312,6,6,1340400,276,4096,9,0,4,9,320,1598720,1,1
1,6,5696,6,6,1117696,288,4096,9,0,3,9,320,1598720,1,1
1,11,5632,10,10,0,0,28672,14,10,4,9,49472,2208,0,1
